Tweet,Polarity
Fulani Herders Another Terrorist Group In Nigeria? - https://t.co/8DoJNgcNjg #FreeBiafra #BiafraReferendum #IPOB @POTUS @WhiteHouse @USUN @HouseForeign @SilentNigeria @Europarl_EN @EU_Commission @10DowningStreet @eu_eeas @UKParliament @EUatUN @HouseofCommons,0
So y\xe2\x80\x99all calling Nigeria a Zoo now. Are you saying now that graduates of Zoology are the best to lead this country ?,0
Lockdown Tragedy:\xc2\xa0 Gunmen Shoot Police Inspector Dead In #Edo #Nigeria #Security https://t.co/2hdgjToB3A https://t.co/bGGGXiPYZa,0
I think this is odumeje squads v fake Buhari what a war but odumeje is winning https://t.co/Ug1gWY6Tg4,0
"Can powerful Chinese seek the release of Nigerian illegal miners in China??? By now, they are all dead and Nigeria government will do nothing. No prosecution, no fines, no punishment but release. Nigeria is a joke with her useless leaders. https://t.co/e5dVT128bw",0
@Fearles_Biafran @MachuksO @MaziNnamdiKanu @MaziEmmaOgbonna @MaziEdeh @IPOB_LONDON @radiobiafralive You are faceless bunches of saboteur that seeking for an attention. #IPOB legal teams are in charge of all unlawful arrests to every Biafra activists in the #Zoo detentions. Therefore shut up and stop making buffoonery comments.,0
"""@Fearles_Biafran @MachuksO @MaziNnamdiKanu @MaziEmmaOgbonna @MaziEdeh @IPOB_LONDON @radiobiafralive Please @BarEjiofor contract lawyer to go for release Nnamdi Obi in the prison, it's a matter of urgency now.""",0
@renoomokri @MBuhari @GEJonathan \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 beggarly almajiri\xf0\x9f\x92\x94\xf0\x9f\x98\x82,0
@renoomokri @MBuhari @GEJonathan What do you expect it is called Almajiri Spirit begging is in their DNA. \xf0\x9f\x98\x8e\xf0\x9f\x98\x8e\xf0\x9f\x98\x8e\xf0\x9f\x98\x8e,0
"""@Govhopeuzodinma  @IAOkowa   @WillieMObiano  @GovUgwuanyi\nDo not be deceived with the antidote  China promised you.\nIf you don't work hard now to stop almajiri from entering our states,  you will die to regret it.""",0
"@MariAnthony2020 @Amaka_Ekwo @MaziNnamdiKanu @realDonaldTrump @Europarl_EN @netanyahu @realFFK @MBuhari @DailyPostNGR @MobilePunch @PulseNigeria247 @BBCWorld @cnni Save the whole World from the deadly Pandemic or Virus or Nigeria or China by dissolving and obliterating the zoo called nigeria from the surface of earth. Then, usher in GREAT BIAFRA NATION who will impart positively to humanity and to the entire world!",0
@Govhopeuzodinma  @IAOkowa   @WillieMObiano  @GovUgwuanyi\nStop sleeping and get to for once as a governor. For God  sake do your job &amp; protect  ur citizens from almajiri. Remember that you boarders are close.  Your  family  members will contact it and infect you too.,0
How Cross River Intercepted Trucks Carrying 30 Almajiri Children\nhttps://t.co/7koj0b1fdf,0
"Save the whole World from the deadly Pandemic or Virus or Nigeria or China by dissolving and obliterating the zoo called nigeria from the surface of earth. Then, usher in GREAT BIAFRA NATION who will impart positively to humanity and to the entire world! https://t.co/0zCRoFjJUU",0
"""@chyko @NWAEZESUNDAY4 And their useless leaders has succeeded in keeping their almajiri children in blindness because they opposed Islamic school on them as you are looking at them well grown up men they don't even know come""",0
"As Almajiri is abolished, so also prostitutions should be abolished in Nigeria as well, just a piece of advice to the government",0
"""@ShehuSani Sir what did you mean, when you say, till 2023. Did you mean that after 2022, they should still be accepted back as almajiri ? I don't want to accept that's your thought. For me this almajiri should get education by force, to make a transformation of their life.""",0
Almajiri No more need https://t.co/6WqfZaotz5,0
"""@realTuckFrumper Slogan change time...\n\nGuns don't kill people, Christians do""",0
"@MobilePunch They showed you people fake clips of Nigerian and their fake works, and you gladly allowed yourself to be deceived. As it was in 2015 so shall it be today and till you all have sense. Buhari go harder jor",0
@ShehuSani Almajiri No more Need,0
"@renoomokri @MBuhari @GEJonathan Political almajiri. By the way what do u expect of am almajiri, Buhari is the only president that borrow to live",0
@renoomokri @MBuhari @GEJonathan Bcs Nigeria is a Dead country. He wants to kill it more. No future,1
@MahachieJosey @MazimosesAgbo @ProfPLOLumumba @MBuhari @realFFK @DeleMomodu @agbeniyi_jide @MaziNnamdiKanu Did he meet d dead Buhari in person or dis he meet jubril al sudani? Buhari was not even present at that event. Nigeria will remain a joke forever. We want to leave u looser back in #BiafExit,1
"@happycoast @jidesanwoolu The son of biafraud, \nthe nation that exists only on social media\xf0\x9f\x98\x80\xf0\x9f\x98\x80",0
"In just 5 years, General @MBuhari has taken more foreign loans than Abacha, Abdulsalami, Obasanjo, Yar\xe2\x80\x99adua and @GEJonathan combined. From $7 billion in 2015 we now owe $30 billion\n\nAnd he still wants to borrow more! What kind of beggarly almajiri ruler is this?\n\n#BuhariTormentor",0
"""@justinamash We don't need a president to limit his own powers; we need the other 2 branches to take on their responsibility to keep the executive branch in check.""",0
"""You left out don't cross my RED line, cause if you get me mad I'll come in and kill all the Christians. I'm not like the current President that drops bombs, shoot missiles, and try to kill my Muslim Brothers. https://t.co/MhBzne86df""",1
@deezahtol @Smart360Media @ProfOsinbajo Anyone that criticises your lord and saviour must be IPOB or PDP...thought amoeba is the lowest form of life until I knew about some of you who are die hard supporters of this govt. Awon ode buruku.,0
"""@PremiumTimesng HoS' has no name because he doesn't answer Elrufai or Buhari. The joke is on you guys; purveyors of misinformation, fake news and lies!""",0
@Fearles_Biafran @MaziNnamdiKanu @MaziEmmaOgbonna @MaziEdeh @IPOB_LONDON @radiobiafralive You are too small to torment ipob that is why you are afraid to put your picture on your profile fool.,0
"""@MaziNnamdiKanu @_AfricanUnion @EUinNigeria @USEmbassyAbuja @10DowningStreet @SecPompeo @TimesofIsrael @netanyahu @PunchlineAfric @BBCAfrica @BBGAfrica Nigeria is divisible, it's only the Greediness of the world that is still keeping the #Zoo""",0
Stupid New York Times blames Hindu caste system for discrimination against Christians in Pakistan - https://t.co/2lTEO0ncW5,0
"""@barney_cannon @inpoco @Unseen17 @Bossip Christians are so fucking stupid sometimes. Allah is literally in the Bible. It's literally just another name for God. Fucking learn your goddamn religion you're so fucking proud of before you try to judge others' beliefs.""",0
"@EbohKenneth1 @MaziNnamdiKanu @AgnesCallamard @UN @StateDept @DailyPostNGR That\xe2\x80\x99s why he achieved Biafraud \xf0\x9f\xa4\xa3\xf0\x9f\x98\x82\xf0\x9f\xa4\xa3\xf0\x9f\x98\x82\xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f\xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f\xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f talking about my Generations you are not at the level for me to even discuss that with you, or your master \xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f\xf0\x9f\xa4\xa3\xf0\x9f\x98\x82\xf0\x9f\xa4\xa3 so idk",0
"since a couple of month.\n\nArne Cheyenne Johnson was more than existed to show something to his lovely fiance.\n\n""Alright, Debbie. Close your eyes. I want to show you something you are going to love. "" He replies with a smile forming over his lips.",0
"Starter For @variatuscarista\n\nArne always has been known to be a kind, polite and respectful young man. He grew up surrounded by women. But the one he loved the most was Debbie Glatzel. She was a real beauty. They knew each other since years now and only have been engaged ~~~~~&gt; https://t.co/NiPdiwNOh1",0
NORWEGIAN KNITS WITH A TWIST Scandinavian Knitting Patterns Arne and Carlos VG  https://t.co/I8M0Ms6y5M via @eBay #NorwegianKnitting #ScandinavianKnitting #tenacresplus,0
"What \xf0\x9f\x90\x83 \xf0\x9f\x92\xa9 !\n\nThis just proves AGAIN how far into Perdition some Christians have fallen ! \xf0\x9f\x98\x9e When they go against ""Thou shalt not kill"" because of the color of a person\'s skin !  \xf0\x9f\x98\xaa https://t.co/lB2OqTeld8",0
"Stop complaining about lockdown as if u have anywhere meaningful and productive to go..\nU are just missing ur regular ""comman take me out naa"" so u will go and eat free food and snap picture upandan. Digital almajiri pipu.",0
"Fileless Malware, Ransomware Big Concerns for Businesses https://t.co/amZcC1vFAK #security",0
"@ATasteOfAfrica7 If you can only understand simple English, you need to start a new life and jettison Biafraud agitation. For your own good.",0
"""@Sidho15 Are telling us that u aren't tweeting from Nigeria and u aren't reading news?\nLol\xf0\x9f\x98\x82\xf0\x9f\x98\x82\nMaybe u should Google and get some newspaper articles how almajiri are being deported into states from Northern states.""",0
Zoo Republic Nigeria leaders\nNothing go can come out from zoo https://t.co/rDh8Qgrcd9,1
Police voids 200 suspected Almajiri\xe2\x80\x99s plan from invading\xc2\xa0Kwara https://t.co/lWA48Px8M6,0
"""@Kasbeat22 @HillSeer @KemiOlunloyo So,old boy like you...\nOther countries that got there own independent are also small boys?\nI'm not IPOB,but my opinion is,if you think they are not relevant,why masturbating if they wants to be free?\nCommon sense should tell you that my grandfather suffered bcos he wants freedom""",0
@channelstv Zoo Republic Nigeria\nRubbish people \nIs  lockdown a good thing? you are saying it as if you can feed Just 10 poor people in the street if u lock down again.,1
"""This is what Almajiri school should look like and GEJ did exactly that. I don't know where this picture was taken, but this school was part of the Almajiri schools improved by the GEJ led govt. Shame on you Northern Governors. https://t.co/pZI0M4a8DI""",0
"#Seniors don\xe2\x80\x99t give up! #IDEASformyfuture As Coronavirus Sparks FAFSA Application Drop-Off, Arne Duncan Tells Prospective College Students Not to \xe2\x80\x98Derail\xe2\x80\x99 Their Progress @The74 https://t.co/xscnd1rcuG",0
@KemiOlunloyo The first day you mentioned ipob I told you that your journalism has ended. I guess you can see your self now? Iya arugbo,0
How 5G Will Unleash AI https://t.co/jTckn2P8qV by @ttaulli #5g,0
If the Bible says \xe2\x80\x9cThou shalt not kill\xe2\x80\x9d what about Christians joining th... https://t.co/zxDC5I4DwH via @YouTube,0
@Nwoke_Nnewi @Bola__Bola @MentorMartino @Tife_fabunmi #Odumeje @LionOdumeje \n #Odumeje @CubanaPriest #cubanapriest @lionodumeje ..\n\nAvailable in all sizes and 2 colors..\nNation wide delivery\n#Odumeje #kanovskaduna .. rtw &amp; likes\xe2\x99\xa5\xef\xb8\x8f\xe2\x99\xa5\xef\xb8\x8f #6ix9ine #skirt #176inlagos #tiktokers #StayAtHome #anambra #IPOB https://t.co/pWDxmRLvgb,0
"""Why is it so difficult for the Elderly one's #Nigerianpolitictians  to say the Truth yet they keep forcing the young ones #Masses to do so,\n\nI ask NA like this we go de Dey @okafo_uche @NGRSenate @MaziNnamdiKanu @ipob_writers @realFFK @YeleSowore @SaharaReporters @StateDept""",0
@Dr_A_W_Yusuf @chimezieatasie @ShehuSani Can you encourage your to children to be Almajiri?,0
"This is person that addressed Nigeria last week Mc Tagwaye, remember he sat down to avoid Nigerians noticing his height, he is fairer than Buhari. #BiafraExit is all we ask peacefully\n#mazinnamdikanu \n#amakaekwo\n#Emekagift\n#IPOB https://t.co/ZNAvRJXnzF",0
"No, in his mind now, he wants to become the vice or the president of #the ZOOLOGICAL republic called Nigeria, the ZOO. https://t.co/Ewy2M7zoUx",1
"and he knows he can get away w anything now. dude literally went to prison, ratted out his goons, came back w a song that said\xe2\x80\x9dfuck u i don\xe2\x80\x99t care i\xe2\x80\x99m the king of new york\xe2\x80\x9d and we supported it LMAO truly the Trump of rap",0
"""Islamic expired  zoo contraption called Nigeria so called Nigeria currency there is Islamic writing on it everything even their so called soldier uniform and in this picture they are telling it to your face,and some useless idiot's that doesn't know their rights from wrong,... https://t.co/H16PhV7mUb""",1
"@MaziNnamdiKanu @AgnesCallamard @UN @StateDept @DailyPostNGR My Supreme Leader; Mazi Nnamdi Kanu, just fulfill all righteousness because all these International bodies are among the accomplice in the iniquity; fraud and enslavement going on in the zoo called nigeria. GREAT BIAFRA NATION must set standards which the whole world must follow!",0
"@ShehuSani The roads to south West and south east have been closed,,those that gave birth to almajiri should take care of them,,northern political leaders are bunch of failures,,the worse is yet to happen,,this is just the beginning,,",0
i think the most annoying part is that the song fucking S L A P S bro. we he gotta be a shit human being and also make the most banging type shit,0
COVID-19: 200 almajiri youths arrested in Kwara: Operatives of the Kwara State\xe2\x80\xa6 https://t.co/hkWiIMEX33 #sagagist,0
"man order a hit on another rapper and sexually assaulted a minor, and he got 40 mil view in 24 hours on his debut out of prison",0
"@elrufai I salute your courage towards ending Almajiri system of education in the north. We can\xe2\x80\x99t continue to breed potential criminals in the name of religion, those who criticize you on this surely misunderstood Islam",0
@EjioforBar I trust this station for this but still I believe that is the best thing for now this show the IPOB is the saving for him hope he has learn his reason now I mean ORJI uzo,0
Task Force Intercepts Trucks Carrying Almajiri At Cross River\xc2\xa0Borders https://t.co/lplLOLPCuH,0
@stinemarinl Lars Arne Nilsen.,0
"""@Nelsonigwejnr @MaziNnamdiKanu It's sinking! Kudos to IPOB""",0
#Almajiri was too useful during election how come today they are object of Caricature,0
6ix9ine is the Donald Trump of the rap game,0
Task Force Intercepts Trucks Carrying Almajiri At Cross River\xc2\xa0Borders https://t.co/I5KOpIiYgl,0
Cross River State Task Force Intercepts Trucks Carrying Almajiri at Cross River Borders https://t.co/TqJxzifYiH,0
"@nigeria1sth @gimbakakanda @OfficialFCTA Is he the one shipping them down south?\nIf southern governors are dumb enough to allow that, wetin Gimba go do? Man the boundaries??\nWho is even shipping any almajiri down south if no be una and fake news filled with propaganda.",0
"@DailyPostNGR React to almajiri going to East to do what, are there parents there",0
Those Facilitating Movement Of Almajiri To South Should Be Arrested \xe2\x80\x94 Junaid https://t.co/NsE6iBoMVT,0
"""Cyber Subterfuge and Curious Sharks Threaten the World's Subsea Fiber-Optic Cables https://t.co/5vWnYPjvEe""",0
"@BashirAhmaad Bashir, when are we discarding the fake Constitution Abdulsalami Abubakar bequeathed us for use in Nigeria.\nChanging the Constitution is the exact CHANGE I voted Buhari to effect. I am still waiting.",0
"\xe2\x80\x9cThe number of human rights abuses being committed against minorities and those with dissenting views in Nigeria, including members of the IPOB, over the past five years have increased dramatically both in scale and heinousness,\xe2\x80\x9d\n\nIpob family world wide. https://t.co/D8eA2xxH7C",0
"@ElvisChinedu12 @ATasteOfAfrica7 One I want to assure everyone is that , so far as ipob is involved in this evil setups , consider it a West of effort",0
@MaziNnamdiKanu @CFR_org @radiobiafralive @StateDept @UKinNigeria @USEmbassyAbuja @EUinNigeria @vanguardngrnews @DailyPostNGR @MobilePunch @GuardianNigeria Geart Gospel nwachinake we are winning always GOD BLESS IPOB,0
"""@1JesusDisciple @TruthHammer888 @SheepKnowMore You don't disciple people by hammering them. You're just making Christians look stupid while calling yourself a martyr And yes, Jesus dealt with his disciples in private when they made errors. What you're doing is pointless &amp; damaging. I'm done.""",0
This one the North is rejecting their most priceless and treasured assets. Imagine rejecting ALMAJIRI  that which you treasured most?\xc2\xa0\xf0\x9f\x98\xb7\n#Covid_19 #KingOlamideBaddo #moseskuria #KPLC #TheKingEternalMonarch #YouthWithYouEP18 #day44oflockdown,0
"Human right violation, Nigeria is a zoo https://t.co/nGK1E5yCWz",1
The Presidency has urged Nigerians to dismiss all fake news about the whereabouts of President Muhammadu Buhari and Vice President Yemi Osinbajo describing the reports as fake news.\n\nhttps://t.co/6pCXMvLnWB,0
"""@NekkaSmith Most unfortunate IPOB struggle has been reduced to a joke by its leader,a Coward who's more adroit in fabricating puerile fables on PMB than fighting? Pity a people's noble dream has been reduced to mere juxtaposing of pics of PMB on daily basis? &amp;90% Educ Ipobians are simpletons""",0
"@bigxjo @Muby_jb @ShehuSani Activist my foot, as if Shehu Sani himself never benefitted from same Almajiri, Sani is a follow come nuisance",0
"""First2 weeks  of the lockdown Sanwo olu told Lagosians that he can't lift the lockdown untill buhari do so, now bubu has decided 2 be considerate. Sanwo -olu remember say nah Lagos youself follow dey, no let that small office shark your head ur covid 19 cases are fake so fuck off https://t.co/AIFodh7rk1""",0
@Dr_A_W_Yusuf @umenta @chimezieatasie @ShehuSani Is your child an almajiri as a PHD holder?,0
@Fearles_Biafran @okoriehinson @MaziNnamdiKanu @MaziEmmaOgbonna @MaziEdeh @IPOB_LONDON @radiobiafralive He must come out,0
@Fearles_Biafran @okoriehinson @MaziNnamdiKanu @MaziEmmaOgbonna @MaziEdeh @IPOB_LONDON @radiobiafralive My brother which station is he now.which station is he now tell me..,0
@von_Bismack First get IPOB and MASSOB and other regional bodies like that to change tactics and ensure we make everyman elected or appointed into govt in whatever capacity in the south east accountable.\nOhaneze  should set out performance criteria to measure all levels govt functionaries,0
"Mazi Nnamdi Kanu, leader of the Indigenous People of Biafra, IPOB, has reacted to the Presidency admitting that President Muhammadu Buhari\xe2\x80\x99s speeches were recorded.\nRead More: https://t.co/3DY0jOIJzs",0
@manicIive @halsey I am happy that am life in the general covid 19 may God help you too in the name of chukwu okike abima ise ise the zoo Nigeria is suffering now and almjire from the north are everywhere in each state to infact everyone un help us Biafra.,0
@oluchristty Good question to the zoo country called nigeria,1
"My leader please remember this innocent IPOB member who has been in detention for past  one year, because he is with biafra flag.nnamdi obi is his name. https://t.co/vJLGuqkZv7",0
"""Some things just don't add up in this Almajiri's movements. #Covid_19 #KingOlamideBaddo #MothersDay #StayAtHome""",0
"@ShehuSani U mean same Almajiri that voted u in as senator before they voted u out when they discovered that u lack leadership capacity, u also lack wisdom, knowledge and understanding.\n\nOga u need to visit nearby barbing saloon",0
"""@EOlasoji @Dr_A_W_Yusuf @ShehuSani Don't mind him. Almajiris of today are results of over population in families &amp; government failure.... you can't see a child whose parents can cater for in Almajiri.""",0
"@artagnanlaaf 1/Turkiye doesnt want to isis also not just libya also in everywhere, thats why when some countries support them, we wared. \xc4\xb0sis and muslim brothers are difference? Also who support someone to kill christians? many christians live in Turkey. Also Turkey protect christians",0
"@vanguardngrnews Face almajiri coming to your State, second Boko Haram...",0
@Ediong Almajiri has become a biological weapon.,0
"Almajiri are usually children,but sometimes, pictures I see of intercepted undesirable immigrants in the guise of almajiris are pictures of young men way past the age of begging.\nCould it be that some northern crime syndicate is expanding their tentacles towards the south? #KPLC",0
"""@Amaka_Ekwo @NGRPresident Almajiri culture is totally alien to Biafra. Let Ganduje keep his street urchins. We don't have orphanages for this lot. Check the Nigeria budgets since 2015, the allocation to North west year in year out is higher than all that comes to the so called South East and South South.""",0
"""Have anybody ever wondered if there could be more than meets the eyes in these almajiri's manoeuvres?\nWhy would the North choose this period that everybody is at home to move their so called almajiri? #KingOlamideBaddo The Johnsons""",0
@Ediong A action and challenge for the northerners.\n\nTo me i stand with what governor el rufai said. Almajiri is an old system. \nHence it should be overhaul.\nThis children philosophy needs to be change.,0
"""When it comes to sharing positions according to Federal Character, they wont allow it. They'll fill up everywhere with their people. But to share Almajiri, they impose Federal Character! Everyone must take @OBOHLAW""",0
"@arinzeesq @henryshield where I live, trust me almajiri will not own a salon or spa.\n\xf0\x9f\xa4\xa3\xf0\x9f\x98\x82\xf0\x9f\xa4\xa3\xf0\x9f\x98\x82\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3. Twitter is amazing\xf0\x9f\x98\x82\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\x98\x82 how can an almajiri advocate that justifies their wretched existence with the ability to perform pedicures. Goodness. No almajiri touches my toes. Dude you\xe2\x80\x99re ghetto",0
"@NekkaSmith But the rate they are dragging IPOB now over this purported death of MNK,even people like me I am also saying to IPOB the onus of proof is on IPOB to prove that MNK is alive",0
COVID-19: 200 almajiri youths arrested in\xc2\xa0Kwara https://t.co/s3BlonRNNB,0
@ShehuSani Almajiri is a pride of the northern states when it was really almajiri. This days what we see are slaves in disguise. So hell yah they are not needed just as I am also not needed now for I have nothing to offer now In that term,0
Inter-state travel ban: Kwara return 200 Almajiri to Katsina https://t.co/I8GMR4RLnA https://t.co/LbO4rtcTNW,0
"@ebruenig Chris Hedges explains throughout history all fascists were ""Christians"".\nSee ""The Family"" today in Wash. D.C.-Same thing with Mike Pompeo, John Bolton and John Hagee, etc.\nThe ""left"" has learned the lie that is religion.\nThe right always uses it to kill.",0
"""If gov @elrufai could climb a truck to stop almajiri's from entering Kaduna state, why are they sending them down to south. We won't allow it in south @StateDept @USEmbassyAbuja @MaziNnamdiKanu @radiobiafralive https://t.co/3GmuBM86cI""",0
Wai Almajiri. Do you even know what you\xe2\x80\x99re saying? https://t.co/hUNKSAeVvp,0
Another 24 Almajiri Kids Test Positive For COVID-19 In\xc2\xa0Jigawa https://t.co/hnuhUO0Ibh,0
The zoo government #NIGERIA is stone cold crazy. https://t.co/2JtPQvCWdm,1
"@chukwuerokeh @givenmk @HermanMashaba Wake up and focus on your dead country Nigeria. No sane person will ever take a Nigerian serious, the scums of the world. Save your  useless energy for your country to benefit your grandkids. A Chukwue has no future here",0
@OvieSheikh @tundefashola We appreciate him so much he should just do his part and be at peace forget those brainwashed IPOB we know the truth we see and feel all his is doing in the south east,0
"""@damocool88 @ShehuSani @elrufai @GEJonathan @realDonaldTrump Almajiri schools shouldn't be a waste now that the infrastructure will be readily available for use.""",0
What I don\xe2\x80\x99t understand is how people give birth to many children in the north and send them out to suffer in the name of \xe2\x80\x9calmajiri\xe2\x80\x9d and they defend it. Isn\xe2\x80\x99t that the highest level of irresponsibility? And to think that an entire region has normalised that abnormality.,0
Sadiya Buhari is alive. Please stop spreading fake news. https://t.co/P36GudhRuj,0
"@PremiumTimesng It appears there is more to the Agenda of ending Almajiris in the North. From the first day, I know there is more to that abrupt decision to end Almajiri at this time when there is a restriction on movements. \nThe Southern governors need to wake up against this northern agenda.",0
"""@Sadiq_002 If you can only comprehend English, you would understand that we don't want to rule the zoo called Nigeria! All we need and want is #Biafra! Leave our ancestral lands in peace Nigeria! #FreeBiafra #BiafraIsNotOneWithNigeria #SupportBiafraReferendum #BiafraExit #HELLNOTORUGA \xf0\x9f\x95\x8a https://t.co/Wfuwt7wL19""",0
@Tim68253230 @AyoCaesar You want some zuK articles about christians doing stupid things? You can\xe2\x80\x99t possibly think they don\xe2\x80\x99t \xf0\x9f\x98\x82\xf0\x9f\xa4\xa3\xf0\x9f\x98\x82\xf0\x9f\xa4\xa3. All religions are complete bs used to control weak minded people so none are better than any other,0
"Indian Pharmacist Dead, One Hospitalised, After Drinking Manufactured Medication To Treat The Deadly Coronavirus - Page 36 - Reducing fake news in Nigeria https://t.co/E9LFUPTJW7 #COVID19",0
"The zoo called Nigeria is done.  Wake up, wake up, wake up.\nAfter COVID-19, comes the true picture of Nigeria and the evil dids of Abakyria and Miety Allah on Nigeria.",1
El-Rufai: Northern Governors Ready To Confront Anyone Opposed To Ending Almajiri | Sahara Reporters Headlines\n\nGovernor Nasir El-Rufai of Kaduna state on Wednesday said the 19 Northern governors in the country have collectively agreed on putting an end to the Almajiri system.,0
@legitngnews These almajiri will become second Boko Haram like play in our eyes,0
"""Isn't the Dam-shared view, voiced by @billmaher, hoping for a recession so that Trump won't get reelected eerily similar to Christians who kill their children so the kids can go straight to heaven? Both desire destruction to achieve their goals.""",0
@ShehuSani Almajiri stuff is no more needed in naija even beyond 2023. Their own don too much. Now their masters are disowning them,0
The almajiri version. https://t.co/dPHFV1culc,0
"""@MaziNnamdiKanu @JohnCampbellcfr @BorisJohnson @johnprescott @EUinNigeria @USIP @USEmbassyAbuja @UKinNigeria @BBCAfrica @DailyPostNGR @vanguardngrnews The creation of the zoo called Nigeria have caused not only havoc,but it's an ABOMINATION against GOD and humanity.""",0
Task Force Intercepts Trucks Carrying Almajiri At Cross River Borders https://t.co/odAtmZa7jX,0
@mazinwakamma @MBuhari @BashirAhmaad Zoo called NIGERIA is evil COUNTRY #endnigerianow to safe life fulani cabals have destroyed NIGERIA,1
"Task Force Intercepts, Sends Back Trucks Carrying \xe2\x80\x9cAlmajiri\xe2\x80\x9d At Cross River Border - https://t.co/Ld8eTOeTvT",0
"""@MaziNnamdiKanu @CFR_org @radiobiafralive @StateDept @UKinNigeria @USEmbassyAbuja @EUinNigeria @vanguardngrnews @DailyPostNGR @MobilePunch @GuardianNigeria The zoo called Nigeria is a failed state indeed,it's better we go our separate ways in order to save lives.\n \nThe zoo called Nigeria is irredeemable !!!""",1
"@NotCecilMcfly I actually genuinly feel bad for every female in the united states after reading this post...things arne\xe2\x80\x99t always what they seem, the guy could have just been looking in all of the wrong places...and even then, those \xe2\x80\x9csluts\xe2\x80\x9d are still human beings...",0
Trucks conveying almajiri children prevented from entering Cross River https://t.co/6ZUZ1I27cg,0
IPOB steady putting fire \xf0\x9f\x94\xa5 on Aso rock,0
"""#Biafra is our beloved home. In Biafra we don't bear children and litter them on the street like stray dogs, and the children become hopeless and wanderers. It's no longer #RuGA, now Almajiri. Shame to the #Northern elites/Youths. You've destroyed #Nigeria""",0
@MaziNnamdiKanu @CFR_org @radiobiafralive @StateDept @UKinNigeria @USEmbassyAbuja @EUinNigeria @vanguardngrnews @DailyPostNGR @MobilePunch @GuardianNigeria Nigeria is indeed a  zoo,1
@MaziNnamdiKanu @_AfricanUnion @EUinNigeria @USEmbassyAbuja @10DowningStreet @SecPompeo @TimesofIsrael @netanyahu @PunchlineAfric @BBCAfrica @BBGAfrica IPOB one family,0
"FG hiring faceless groups to defend self against our leader\xe2\x80\x99s expositions, sign of total defeat \xe2\x80\x93 IPOB https://t.co/n1BsvGuKwJ",0
@MaziNnamdiKanu @_AfricanUnion @EUinNigeria @USEmbassyAbuja @10DowningStreet @SecPompeo @TimesofIsrael @netanyahu @PunchlineAfric @BBCAfrica @BBGAfrica The zoo called Nigeria has fall and Expired never to woke again,1
"@segalink I define Nigeria \xf0\x9f\x87\xb3\xf0\x9f\x87\xac as a zoo, where big Animal \xf0\x9f\xa6\x93 swallow small Animal \xf0\x9f\xa6\x94",0
"""@obi_Nwosu Wasn't that what GEJ planned all along ,to help thus kids become better people but we all know how it ended\n\nSo it took a virus affecting the northern elites before they could think like the rest of us about almajiri\n\nNa wa oo e be things o""",0
"""Biafra don't need oil to develop. Biafra are gifted and talented people, hand working at all time. Let #zoo called Nigeria come and take oil let us have our freedom\nBiafra gave Nigeria &amp; entire world 3years Biafra will look like America in civilization\n@realDonaldTrump @SecPompeo https://t.co/kW9lNk9PUZ""",0
@vanguardngrnews Story of gods zoo called NIGERIA is evil COUNTRY shame on you poeple,1
@UchePOkoye This tweet from Chris osasa is a natural phenomenon which shows that we are not one.the unity of a #zoo called Nigeria is base on oil and gas nothing more,0
"""Sadiya Buhari Is Still Alive &amp; Healthy. It's sad how we always choose to chase clout &amp; go miles to gain likes &amp; RTs on this street.\n\nWHAT DO YOU GAIN BY SPREADING FAKE NEWS? https://t.co/gQS2bePPgK""",0
Be ready the prayer that will move the foundation of zoo called nigeria.......start from 27th may till 30th may....all HAIL BIAFRA. https://t.co/jEBGZq3dal,0
"""As far as am concerned. Almajiri program has proven to be a failure for long. Just wasting innocent children's life and future""",0
This is what they originally were covering up!\n\nIt was never about war in Syria...  It was our government under \xe2\x80\x9cDeep State\xe2\x80\x9d leadership committing genocide against Christians in Syria and around the world!\n\nIf they will kill Christians there they will kill them here!\xe2\xa4\xb5\xef\xb8\x8f https://t.co/ic7t4g63dJ,0
@btc_billions @aproko_doctor And still yet... People are not dying just as u said... What is happening.. Its past 2weeks already.. By now I suppose to be seeing more than actual cases as dead cases in Nigeria.. Or is it that am not current or what is happening,0
"""Please please please you'll not gain anything in spreading fake news.\nSadiya Buhari is still alive. She's alive and healthy. If you don't know, now you know. https://t.co/uIIHt0mZZr""",0
"""All #Almajiri must be cared for @GEJonathan offended the north even @elrufai didn't see the threat. Former Emir Sanusi also thought the system was old fashion but be was also deposed...Now #Covid_19 is using the system just the way they use them during elections.""",0
