,Tweet,Polarity
17181,past days lockdown killing miss life friends bad,0
17182,mix afghanistan somalia get zoo nigeria xbe,1
17183,judge annulled june election dead,0
17184,many feared dead injured missing anambra communities clash,0
17185,world leaders people good world zoo called nigeria disintegrat,1
17186,stupid mentioning stupid shi like u ppl imams imam gave teaching like u say tht hazrat isa gave nauzbiallah teaching wt christians,0
17187,lol even dreams think igbo man send son almajiri much engage non lucrative stupidity,0
17188,roman empire british empire soviet union czechoslovakia yugoslavia ethiopia sudan supposed indivisible something broke pieces something surely break nigeria,0
17189,talking dead general nask dancing undertaker funeral nour leaders even said saint nas much kept getting alert nthey scream one nigeria foreign givers ncorruption still breathes nacross sulking streets,0
17190,gibberish send kids almajiri value much else shut fuck pls thanks,0
17191,ipob continued help families struggle must continue men fall end win mark words,0
17192,born almajiri might lived early life moved north lost contact family maybe need find called almajiri,0
17193,arne read message spirit token gesture sentimental moment sosa,0
17194,fellow please careful eat buy found buying avoid types food joints safety purposes nfrom picture blow one see buying photos zoo nigeria,0
17195,ipob terrorist fulani illiterate government nigeria main terrorist,1
17196,mention people identity cos sure referring igbos hausa people una like kill wan know human,0
17197,countries broke nothing happened talkless zoo country nigeria run illitrate selfdetermind able leader mnk elohim power hail biafra,0
17198,ask moment answer would give join let join hand together amp defend land fulani caliphate foreign supporters let us ready enjoy fulani terrorism,0
17199,u talked abt diplomacy kanu using dont u think order given day ipob would hve fought back guns body monopoly violence kanu time come biafrans forget forgive mark words,0
17200,joke,0
17201,joe band photographed kavka antwerp belgium october th xaa arne cardinals,0
17202,joe band photographed kavka antwerp belgium october th xaa arne cardinals,0
17203,mazi nnamdi kanu said go vote free suffering zoo listen nthis open confection senator helped rigging elections zoo called nigeria listen,1
17204,bringing home simply nigerian biafran nour celebrities previously scared nare bold call biafra nwhat great paradigm shift nall thanks mnk amp ipob nwe evaporated decimated zoo called nigeria,1
17205,divide zoo nigeria,1
17206,scumy racists claims cchristians want kill blacks white nwtf nwish could tried state georgia got ride hate crime law years ago death penalty applies,0
17207,southern nigeria still practicing almajiris system nigeria deportation state southern nigeria said love even goodluck ebele jonathan builds almajiri schools northern elites faulted stand still,0
17208,question army firing armed civilians self determination crime hve ask answer questions ipob continued provide families,0
17209,even gut abuse someone modern almajiri e beggar,0
17210,zoo nigeria,1
17211,think critical understand govt said would pack almajiri sent wherever wish mind already made contacts nearest army barracks needful suicidal mission,0
17212,must hit target nlet match begin naisha buhari nnamdi kanu dead ipob knows grave coalition explodes daily post nigeria,0
17213,loyal boy wike idi amin nigeria xac complete dictator enjoy pdpigs,0
17214,fulani caliphate seen opportunity way advancing total islamization agenda see almajiri think repatriating back north contacts nearest barracks heading direct,1
17215,almajirai plural almajiri ndid know honest,0
17216,wonderful good leader many examples nthanks god nthanks mnk nthanks ipob,0
17217,nigeria zoo indeed,1
17218,bro still wore shirt bc bum,0
17219,get almajiri talk know,0
17220,buhari laffing stock world ignores everybody even wife know exists fake general,0
17221,one consequences culture use youthful age rubbish roaming street left nothing become problem society,0
17222,igbo girls evil,0
17223,safe say twitter fair adamu opinion almajiri system enjoyed every bit discussion,0
17224,proud strongly believe commitments much around agree champion reform system allah would stop certainly would support found south beggars almajiri,0
17225,almajiri supposedly student koranic knowledge street irresponsible parenthood refuses cater need thereby sending substandard islmaic school regulated government nye see mere governor,0
17226,wonder almajiri system still practised sane clime allow vulnerable underaged kids roam around country dangerously guise getting education still beats wonder prominent nigerian made way,0
17227,say ramos bully football becoming soft day r carlos arne ne wallahi,0
17228,someone right sense claimed nigeria nigeria dead buried never rise,1
17229,see almajiri looking covid alone also need biafraland special purpose know look busy positioning checkpoints everywhere purpose,0
17230,state dispatch riders covid nigeria many almajiri imported dispatch state tested positive kaduna state governor auction cars violated lockdown,0
17231,ipob unstoppable man woman born living stop ipob umuchineke hail biafra,0
17232,wallahi soo long know ortom hand killing people evil anything name hating fulani,0
17233,nigeria first lady gang said nnamdi kanu dead,0
17234,nigeria nigerians usual attitude misplaced recognition cheer timidity right stupidity spread aso rock failed mention real reason behind release head northern slaves orji ipob th,0
17235,taxpayers must give money kill muslims nbail christians ntom cotton version upholding constitution oath office separation church state,0
17236,kingdom god earth must restored call referendum never call war nigerians tag nipob one family none family ipob nger nsupport nimage,0
17237,nigeria zoo surprised abacha assets instead saying abacha loot nigeria bunch liars everywhere,1
17238,almajiri want go south someone arranging go south r sending go amp south governors shld meet amp put end north cannot transfer burden failures yrs south turn back almajiris,0
17239,john arne riise deserves mention thumper left peg,0
17240,even learned called niggar areans especially eastern region see terrorist attack via distribution infected northern seeds almajiris fulanis nbritish contraption nigeria damaged reasoning abilities,0
17241,panic everywhere zoo called nigeria go court enforce payment salaries civil servants go court compel aso villa cabals explain recovered abacha root go video,1
17242,people hardcore right wing white christians afraid losing freedom care people die fact kill people,0
17243,sure guy shot talking gave zoo call nigeria,1
17244,want know zoo completely obliterated face earth please kindly go amp listen called say defending contraption called nigeria zoo gone never recover mess,1
17245,please dead mentality ci want relocate abroad want bastard money nigeria go anytime come back planning making illegal wealth please rethink make children swear,0
17246,main problem facing nigeria amp nigerians today confusing every amp ask adesina representing called questions going ask almajiri streets key reason,0
17247,take fucking shower,0
17248,nigeria country ruled gang star name dead person nigeria scam,1
17249,truly intention nwo bho importing muslims yet sending christians death huma abedin mom amp brother alleged b terrorist list job migrate throughout earth amp convert kill going b religion,0
17250,zoo organized heck jungle unwritten rules nigeria another topic entirely humans empathy worse demon,0
17251,biafra soon going home share world c see e xba e e xbb solution way nothing home,0
17252,give u expo hausas r almajiri,0
17253,never liked truman deep state put nuclear bombs japan killing christians many civilians truman mason nd degree satanist use go bohemian groove plot kill jfk rfk made truman surname sounds khazarian,0
17254,wearing star wars shirt four days making joke saying revenge th th phantom seventh run star wars puns stinky,0
17255,british contraption nigeria supposedly lockdown every region nwhy northern part nigeria enforce distribution infected hausa amajiris amp fulanis altogether young amp old east biafra land,0
17256,seriously final minute rant perfect could easily listen hours needs new president lucasfilm also clone also directing producing new animated live action sh,0
17257,fake promise late buhari,1
17258,whole world take note zoo nigeria government period time covid everyone supposed stay state zoo sharing almajiris children states nigeria zoo kind leaders zo,1
17259,nigeria zoo say,1
17260,know dead working corpse nigeria father president number one citizen great country know conduct constructive criticism come teach educated illiterate,0
17261,black lies almajiri knows speak languages hausa stop defending northern leaders,0
17262,almajiri solely accused bring coronavirus jigawa state okay c,0
17263,sure zoo nigeria must divided weather like,1
17264,atheist cannot speak behalf christianity simple atheists speak christians ask believe religions asked link tweets dangerous stupid faith judaism,0
17265,remembered teaming buhari make president remembered destroying fake legacies mcm obasanjo atiku sta,0
17266,inside almajiri children kaduna,0
17267,perfect time totally ban criminalize almajiri thing crime basic rights children total neglect responsibility parents abuse trust mallams kids taken,0
17268,would never bcus zoo nigeria nevery lawlessness place called country,0
17269,look sani igboman complete nature carry plate actually yoruba almajiri person muslim back ground,0
17270,ipob member surprised like leader rest filled hate unrepentant bigot willfully blind minimally educated abysmally ignorant nobody bewitche,0
17271,likes let learn lesson better joined ipob leader nnamd kanu said earlier ready dance music one nigeria,0
17272,man tired defending lifeless president dish frustration nigeria indirectly tell nigerians arise take back destiny nigerians mumu call zoo republic,0
17273,quota system favours weak north buhari even deserve almajiri,0
17274,contrary almajiri purposely exported south spread covid amp also orchestrate meyhem terrorism wahala southerners patiently waiting aswear urchins shall roasted alive,1
17275,wonderful zoo nigeria useless,1
17276,hope nobody talking unity anymore still please go listen stop immediate effect zoo gone never exist ndo doubt nigeria gone listen,1
17277,issue almajiri children came someone stood stating categorically clear terms almajiri part parcel culture nwhy continuous attempts smuggle said culture via cattle water melon trucks south country,0
17278,even dead know igbo almajiri,0
17279,recall arne schmidt second unit director insisted shooting scenes garcia due union billing requirements credited cinematographer nothing specific like nd unit cinematographer,0
17280,dude busy shipping almajiri south,0
17281,almajiri slap please kee,0
17282,almajiri spotted,0
17283,weh nigeria politicians nd money deh go wonder yet learnt dead among dem never buried millions list u shall buried expensive casket,0
17284,move leader zoo called nigeria collapsing happy day hear voice speak,1
17285,half century northern leaders sapped resources eastern region biafra land nothing money shopping miserable almajiri south unacceptable people ar,0
17286,try reading cold war odd arne westad good read heavy gives good account origins cold war due situation europe end ww,0
17287,kings nigeria putting threat death citizen killing giving dead meat water drink name tradition help anybody zoo,1
17288,u know persons responsible chaos hausa amp almajiris bringing south amp u care expose south dumping ground almajiris north hausa condoled almajiri system shld bear brunt posed,0
17289,uncivilized country lend money zoo called nigeria,1
17290,may soul rest peace imposter please distance ipob,0
17291,nigeria respect citizens given expired palliatives cannot ask zoo respect nigeria kill anytime without justice eve,1
17292,seems like christian apologist says atheists want sin stupid persons every group atheist christians whatever also religious group almost nobody likes,0
17293,group says christians thall shall kill murder one pulled trigger get death penalty,0
17294,ipob insane biafra evangelist mazimaduabuchi nwachukwu taking gospel biafra restoration grass root,0
17295,honestly thought secretary education would worse doltish arne duncan arch reactionary dominionist betsy devos proved wrong,0
17296,yes bcos one saying seeing countries seeing nigeria protest chinese doctors nigeria get ready death like italy zoo country full bunch fool,2
17297,apparently christians google get thou shalt kill part memo,0
17298,almajiri kids orphans lost parents via boko haram banditry poor healthcare accidents natural death please put prayers may god bless almajiri,0
17299,guys saying seeing countries seeing nigeria protest chinese doctors nigeria get ready death like italy zoo country full bunch fool,2
17300,generate million votes kano deportation agenda jonathan built almajiri schools federal universities north called clueless buhari proposed ruga gave red carpet,0
17301,guys saying seeing countries seeing nigeria protest chinese doctors nigeria get ready death like italy zoo country full,2
17302,army enforcing border benin sapele road taking bribe also allowing trucks almajiri state okowa please something,0
17303,guys saying seeing countries seeing nigeria protest chinese doctors nigeria get ready death like italy zoo country full bunch fools chinese,2
17304,get almajiri flooding southern nigeria new one,0
17305,otherwise yoruba igbo almajiri,0
17306,almajiri system islamic please,0
17307,summoned courage mention true son soil assure u biafra come shall develop biafra local one attain reasonable human deve,0
17308,stay biafraud,0
17309,go join ipob,0
17310,yes jonathan brought together almajiri schools happened long last lust power ruined everything one wants lead part one driving pocket look dear issue almajiri,0
17311,use dump hope learn hard way,0
17312,calling fatherland zoo height stupidity brainwashing nu l,0
17313,orji uzor kalu ngo thank release nfrom prison biafrans expects chnge stop selling people enemies north amp western nigeria nwe watching,0
17314,united nations stop deceiving gullible african continent dissolve eradicate abomination evil created britain name nigeria zoo save face really mean prevent violence becau,0
17315,niger state government friday sent almajiri children repatriated state various local governments reunited families tested negative coronavirus days ago kaduna state thewhistler,0
17316,else mohammad say almajiri,0
17317,almajiri deportation northern governors got wrong rabiu musa,0
17318,guys saying seeing countries seeing nigeria protest chinese doctors nigeria get ready death like italy zoo country full bunch fools,2
17319,gbam ready carry orders leader word ipob done c c,0
17320,zoo formally called niger duck company british later changed nigeria nigger area,1
17321,like tsetse fly perches nigeria scrotum leaving u problem amp smashing u greater problem best gently let u set free sovereign state frm beginning,1
17322,people say remove almajiri school ignorance,0
17323,let us go become late nigeria called zoo must divide,1
17324,governor niger tweeted ncovid update niger state government reunite deported almajiri children families testing negative covid virus,0
17325,almajiri online already naija develop sha,0
17326,mean orji uzo kalu kneeling almajiri taking bath b days god mercy,0
17327,stop diverting attention u zoo agent criminal frustrated exposing lie gutter media keeping one came nonsense leader well healthy,1
17328,ohhh right doubting almajiri could fluent igbo yoruba language,0
17329,zoo called nigeria fall bottom abyss lay britain,1
17330,envy bad progress success pain tribe yet praise successfui ipob members even nigeria,0
17331,covid niger state government reunites deported almajiri children families,0
17332,arne sommer blog perl weekly challenge,0
17333,zoo called nigeria must break pieces nothing stop must continue leader mazi,1
17334,hawaii christians nwake nstop voting democrats nyour union god really stupid,0
17335,almajiri jonathan vs almajiri buhari may good god bless president jonathan,0
17336,zoo even far better nigeria,0
17337,people know yet hot blood ensure see nigeria,0
17338,starters ipob igbo affair igbo one thr tribes biafra,0
17339,let appreciate prof zulum issue al majiris take hard look almajiri system better human capacity building development rich intellectual endowment young almajiris must developed harnessed overall wellbeing society,0
17340,say nizoorian means zoo citizens second class,1
17341,fg hiring faceless groups defend self leader expositions sign total defeat ipob,0
17342,dead hopeless useless worthless expired abominable zoological con,0
17343,see lack sense like master kanu lost bros nigeria army still fighting boko haram blind see notin guys ipob foot biafra rubbish sayi,0
17344,measure taken order ensure almajiri tested positive virus returned communities virus prevent spread deadly pandemic niger state,0
17345,could recalled days ago kaduna state gov deported almajirai back niger state quarantined arrival amp samples sent ncdc nout samples sent ncdc came back negative included almajiri pupils amp teachers,0
17346,niger state government today sent almajiri pupils repatriated state various local governments reunited respective families tested negative coronavirus,0
17347,covid update niger state government reunite deported almajiri children families testing negative covid virus,0
17348,sorry young man death also sorry people passing judgment without facts christians need better unfortunately human stupid things,0
17349,lie lie gov zoo nigeria fake president buhari garba shehu bad gov fools,1
17350,despite billions donated returned abacha loot president buhari federal government runs beds coronavirus patients page reducing fake news nigeria,0
17351,despite billions donated returned abacha loot president buhari federal government runs beds coronavirus patients page reducing fake news nigeria,0
17352,u disgracing begging money reality u one lazy bone later u abusing almajiri,0
17353,nigeria break like glass water pieces picked br,0
17354,biafra task must done hail zoo called nigeria,1
17355,biafra identity stolen british nature cruelly forced nigerian makes sense meaning thought come original identity,0
17356,biafran freedom negotiable biafra nigeria peace british shopwrite earned ou,0
17357,one zoo nigeria big hell,1
17358,binging star wars clone wars sans pants,0
17359,two ways ipob get become political party try build coal,0
17360,warri south nigeria thousands crude oil barrels explored community daily life people host community pitiable condition wickedness nigeria govnmt,0
17361,northern governors want abolish almajiri system value pride heritage action take send children streets replace almajiri boys know heritage ht,0
17362,zoo country called nigeria complete shit hole disgrace every black race government completely demolished team blessed biafrans never ever emerge terrorists nigeria amen amen,1
17363,radio biafra extra anchored ipob african rep mazi george onyibe,0
17364,almajiri like course must pass islamic religion went expect agree gej,0
17365,covid update niger state government reunite deported almajiri children families testing negative covid,0
17366,back sender return unwanted hausa fulani almajiri human cargo back funtua daura birnin kebi better still saad sokoto,2
17367,clearly talking revolution divisibility want nation even reliant leader upfront common agreement ipob case like beating dead man,0
17368,ipob replies paf insisted nnamdi kanu dead buried indigenous people biafra ipob replied peace accord forum paf group insisted nnamdi kanu dead buried,0
17369,omg almajiri slap b part harsh biko,0
17370,roman empire british empire soviet union czechoslovakia yugoslavia ethiopia sudan supposed indivisible something broke pieces something surely break nigeria,0
17371,rip dead souls pray nigeria never gets point xbd,0
17372,almajiri deportation northern governors got wrong rabiu musa,0
17373,mind fulani herdsmen government zoo nigeria loot burn criminal leaders zoo nigeria,1
17374,able leader mnk ipob always wins,0
17375,instead abandoned almajiri schools jonathan could even picked nigerian universities made world class retrained lecturers researchers partnered advanced countries developed solid bedrock knowledge based economy waste,0
17376,politics blind failed country zoo nigeria,1
17377,britain must stop enforcing forceful union perpetual slavery biafrans zoo called nigeria nthey must remember fate roman slavery,1
17378,true woman deserve nigeria buhari dead want president zoo,1
17379,arne moodbooster,1
17380,enter street join brothers almajiri kano,0
17381,chinese military cyber spies caught crossing dangerous new line,0
17382,kill satan rewards making self others target sexual abuse stalking domestic violence human sacrifice virus kill others support genocide disbanding tribes active choice dont call pro life christians,0
17383,fact christians defending people killed man cold blood positively infuriating thou shalt kill ring bells behalf christians also sorry incredibly shameful,0
17384,ipob giveaway,0
17385,may soul criminal coward nnamdi kanu rest peace dear accept deepest condolence one nigeria,0
17386,never nigeria nigeria belong zoo race like hausa fulani hell serves nigeria family proudly biafran,1
17387,fulani slave serve come back shame prophet mazi nnamdi kanu,1
17388,prof mind clown audio president tell allow one sons join horde almajiri roaming streets north since proud northern culture,0
17389,think ipob cuba look idiot arrest,0
17390,orji uzor kalu must pay death killing r attempt stop ds forgiveness forgive inniquities take exp pls stop,0
17391,continues disgrace awaits anyone serves zoo nigeria,1
17392,best thing expected gov wike turned back state asking task force esco,0
17393,love fake news yar adua paid could finish jonathan neven saraki admit cutting budget buhari first term,0
17394,parsis go anywhere million nour christians go anywhere highest number churches per capita world nnow stupid head go far rectum,0
17395,nigeria jail good dead still go suffer kiss snake peace,0
17396,islamic scholars like zakir naik always try convert people different faith nwhy zakir naik openly said kill hindus sikhs buddhists jews amp christians,0
17397,hope children almajiri definitely shame skip fulfilling essence tradition culture,0
17398,enjoy nig ipob biafra problems,0
17399,ask police reform almajiri police never hurt u almajiri pays politician,0
17400,zoo pastors could pray dead people woke praying nigeria current situations could minor thing handle,1
17401,necessity say mother invention end age long unproductive education system north,0
17402,original intention nalmajiranci system islamic education practiced northern nigeria also name young boy taught within system system called almajiranci male gender seeking islam knowledge called almajiri wikipedia,0
17403,pdp would escalated increase artificial budget nthey quickly notice lapses make money flow nawon jibiti niye pdpigs,0
17404,surprisingly chaiiii nnamdi kanu force google accept nigeria zoo world means followers ipob worldwide force public also accept nigeria zoo nnamdi kanu god grace destroy nigeria promises us,1
17405,says ipob dictate zoo follow mazi nnamdi kanu spoke far away london impact immediately felt zoo precipitated release orji uzor kalu await release others nall hail mazi nnamdi kanu nall hail ipob,1
17406,northern governors zoo called nigeria desist trucking infected corona virus alamajiris children south involved punished terrorism act crime humanity,1
17407,biafrans around world remember heroic stance bruce mayrock columbian universitystudent nyc set self ablaze front united nations headquarters building protest british nigeria genocide biafrans nover million dead,0
17408,going physical combat zoo called nigeria nbut going end nigeria without firing one bullet seeing happening eyes,1
17409,yerima shettima claims almajiri instigating unterance south east governors wrong lacks legal verb supposing nigeria law enforcement agencies serious order president state border closure police shld charge human trafficking ca,0
17410,zoo called nigeria president make live broadcast like president telling us date day time convince nigerians still alive,1
17411,world must save africa france european secret slave masters via biafra freedom support ipob support mnk,0
17412,whole world lowest people dropping dead every nation could come signs confirms authenticity test politicking,0
17413,breaking fire breaks moniya area ibadan oyo state fuel tanker explodes leaving least two persons dead page reducing fake news nigeria,0
17414,breaking fire breaks moniya area ibadan oyo state fuel tanker explodes leaving least two persons dead page reducing fake news nigeria,0
17415,remember nation reduced helped certain pastor buy weapon us chaii pdpigs yeye dis country small,0
17416,wish know self becos coward called know family self kanu using ipob members thug,0
17417,thank ooooooo almajiri brother,0
17418,u afraid abi u step foot nigeria since pmb became president country generation living dead ones u show us one pmb cv whether quota qu,0
17419,nigeria judge annulled june election dead,0
17420,breaking news two feared dead tanker explodes sparks raging fire ibadan,0
17421,video listen ordered realise orji uzo kalu nif release orji uzo kalu olisa metu ipob expose loots world nlet sing song nobey oo nigeria must obey biafra obey nobey oo naso rock must obey,0
17422,dead thought nigeria problem nigeria problem,0
17423,maybe got believe baba corona waited till infected start exporting infect new hosts evil men nthey nuture amp protect children almajiri heads garawa nmay god reward us according works,0
17424,jews initiate war forced christians kill christians succeed rid satanic invents communism abortions transgederism sodomie usury numerous evils result victory seen anti chris,0
17425,covid medical team despatched jigawa unusual deaths almajiri cases ptf,0
17426,aware plotters busy transporting almajiris state lockdown nthey ugheli environs nbe told evil north created almajiri lot anyone,0
17427,hana charlie good,0
17428,northerners trying means possible export coro every corner zoo nigeria,1
17429,video listen listened go make research confirm neven confirmed nigeria zoo also confirmed name given,1
17430,lool one day almajiri become president nigeria based technicalities,0
17431,nigeria police force really needs reformation would armed policeman fire unarmed civilian nis trigger happy knows shot dude dead,0
17432,mn kanu ipob estimate capabilities detriment peril name legion many straightforward like parallel line whiter snow,0
17433,northern governors accusing almajiris spreading north leading death prominent northerners people mocked gej building almajiri schools northern nigeria prime example nasir el rufai gej foresaw today,0
17434,rejecting social distancing precautions ideological grounds xab xab ideological grounds could spreading virus could kill people consider christians though sure,0
17435,covid cross river intercepts five trucks conveying almajiri,0
17436,someone labeled nigeria zoo people begin call treason actual sense country zoo,1
17437,bottom heart president appreciates heavy donors fight xbc nigeria begs cash assistance page reducing fake news nigeria,0
17438,slave trade muslims countries way worse still happening crusades happened muslims killing christians damn motherfuckers stupid,0
17439,reason white media demonize black gangs easier kill us organized worried law slavery legal dumb ass worried bible christians hanging us church,0
17440,nah el ruffy saw someone timeline hailing nonsense earlier nganduje sef wear mask go stop almajiri trailer wetin happen nthey know audience sort nonsense anyway,0
17441,stop bringing hausa almajiri state nwe total lockdown wike cries,0
17442,thank god mazi nnamdi kanu let join ipob freedom,0
17443,gov orji uzo kalu released integrity power amp continues,0
17444,look wat u saying wats u nigeria youths know sex sex sex brains full rubbish come ventilator u build sex dead brains idiot,0
17445,yes since condones imposters act parade late husband mohammadu buhari whose demise occurred earlier,0
17446,politicians use almajiri advance course leave wallow poverty living offsprings overseas enjoy loot nwoe unto parents making children suffer,0
17447,arri evil people everywhere matter igbo pure stupidity wickedness wrong fairness,0
17448,believe g country soon home,0
17449,generous enough use nigeria next kin opened shore accounts dead banks returning assets according next kin magnanimous,0
17450,group tasks nesrea others cause dead fishes along coastline,0
17451,almajiri exported north south nigeria,0
17452,know kanu use ipob youth achieve arm objective wake guy saying small divert kanu attention qu,0
17453,longer nigerian constitution still remains koran constitution decree nigeria definitely remain zoo country,1
17454,hey arne sent email see thanks,0
17455,episode unplugged moh usman chat former presidential aspirant talked endorsing almajiri ban nclick link listen full convo,0
17456,god go punish zoo called nigeria,1
17457,nigeria zoo would helping govt hype country abi hear say u citizens come twitter kon help country savage person fault say wan use last name abuse type rubbish,1
17458,fear much nnigeria released orji xbb z xbb kalu heard voice,1
17459,absolutely difference noisemakers nbunch chronic noisemakers,0
17460,nigeria zoo,1
17461,god bless dear please try report issue network people want free call nigeria killing us every day news network reporting killing christian,1
17462,says ana agwo ona ere people believe released courtesy chukwuokikeabiama ever willing people biafrans,0
17463,radical islamic terrorism nwhat force conversion hindus sikhs buddhists amp christians nwhy every terrorist muslim radical islamic preachers brainwas,0
17464,name almajiri government north happens know better labelled almajiri government exporting south,0
17465,thanks great leader mazi nnamdi kaun brave leader ipob worldwide fruit shall us,0
17466,kill christians sir govt majority,1
17467,zoo called nigeria,1
17468,god bless dear please try report issue network people want free call nigeria killing us every day news network reporting killing,1
17469,nigeria president muhammadu buhari lost nephew today mutari dauda mutari dauda younger brother malam mamman daura,0
17470,nnamdi kanu gives real time responses questions live broadcasts action president take ipob fires back,0
17471,pure biafran fuck nigeria zoo,1
17472,upsetting animals zoo oh remember nigeria zoo,1
17473,yeah maybe end times stupid evangelical christians,0
17474,hardly anything tiring unending droves christians nexpecting nothing pats empty heads scratches glass chins accomplishing next nothing stupid insipid lives,0
17475,may b files case court stop em probably force assembly legalize almajiri system preserve century culture help transform nig b able giv world next g technology g may ask neighbor r children among street plate kids,0
17476,nigeria trailer wey u go press brake mowe trailer go stop berger forget boy would dead,0
17477,biafra ipob ready battle ahead mazi nnamdi kanu equal task,0
17478,bonafide ipob member must get rid brain replace sawdust,0
17479,assure account commenting shit yoruba person aboki almajiri impersonating north work buhari media organization,0
17480,ipob sm country without leader nrip pig,0
17481,ipob request refund cloned cownu nthey bad job npigs,0
17482,nnamdi kanu alive stop hiding behind faceless entities spread lies ipob slams fg,0
17483,zoo called nigeria fulani terrorism must collapse support biafra referendum,1
17484,true neil arne said dont dont want honestly find great investment ai,0
17485,stupid news get ipob banana media ask half questions coming ipob zoo called nigeria google better place,0
17486,six fingers left hand clone egypt biggest fraud president yuk,0
17487,orji uzor kalu forget efforts amp ipob towards released yrs politically motivated jail term sincere,0
17488,cmarriott international ceo arne sorenson authentic leader proved week release minute video marriott employees shareholders customers,0
17489,sis someone call us global almajiri show nchai,0
17490,least thesame page almajiri system education tweeted earlier amp happy acknowledged handled properly become nuisances society stay safe aliyu,0
17491,please need spare time amp go facts jubril going prison shall go join hand cabals defend indefensible fraud noperation citizens arrest aga,0
17492,find oh sooo shocking see christians right forget theres thing commandments kill go straight hell really think god negotiates commandments nplease note im ath,0
17493,traitors die jail,0
17494,love john barnes bottom heart another level one greatest legends liverpool history xad biggest favourite still vote john arne riise left foot,0
17495,tried battle god god destined biafra nation ipob stewardship mazi nnamdi kanu greatest humble steward time,0
17496,good dead kill kafirs kill shia kill ahmedia kill sufi kill hindu kill yahoodi kill christians kill women children gays athiest,0
17497,attack aisha buhari hate speech group tackles ipob,0
17498,believe yorubas doom biafrans zoo called nigeria still till today quote mazi ekwuruke,1
17499,every living thing bearing us witness man iroko time indeed leader follow long live mazi nnamdi kanu long live ipob long live biafrans,0
17500,biafrans concent,0
17501,mnk allowed rot fulani jail yards white bed sheet janjaweed head yansh man iberibe igbere,2
17502,keep denying thinking safe,0
17503,lol begs lot difference almajiri begging online,0
17504,leader mazi nnamdi kanu tells zoo called nigeria leave orji uzor kalu,1
17505,asking de seme thing nigeria freedom biafra referendum,0
17506,going physical combat zoo called nigeria nbut going end nigeria without firing one bullet seeing happening eyes,1
17507,leader arguing nigerians called zoo demand kno b c empty bt zoo b c nigeria one power power chief median minus fooling,1
17508,mate one single command orji uzor kalu free lol ever joke supreme leader ipob hail biafra,0
17509,looking like almajiri children,0
17510,amash rand paul clone complete libertarianism skepticism us ic share rand russophilia ntara president putin scares power elite america com,0
17511,see speaker presidency answer nation zoo called nigeria,1
17512,definitely chemotherapy kroos ipob zidane never looked jonjo shelvey way since,0
17513,talking english teacher guess arne,0
17514,satan much evil ideology fulani much oh wish used idea build nigeri,0
17515,dauda younger brother mallam mamman daura described one strongest influences buhari administration nbuhari nephew alhaji mutari dauda dead,0
17516,hate crimes christians happen even christian majority countries nwanna know peoples kill muslims nmuslims nits big scary christians sunni shiites nwhen last time heard protestant killing catholic,0
17517,channel tv station state sponsored tv carrying propaganda machine said buhari agenda nigerian believing fake country called nigeria rethink,0
17518,fear almajiri beginning anti corona,0
17519,rubbish talk people like reason nigeria zoo condition lost priorities,1
17520,john barnes predominately right footed reason alone gonna say john arne riise sorry robbo,0
17521,almajiri slap though heard dude subconscious secs,0
17522,makes sense hope white christians paying attention need kill person protect neighborhood especially bible says love thy neighbor nin addition black man killed black christians saying kill murderer,0
17523,see power called miscreants prophet king ipob nlisten audio lion king order orji uzor kalu release,0
17524,arne making little pizzettas topped ricotta salami asparagus,0
17525,arne,0
17526,wife late president zoo country called nigeria aisha buhari involved harlibuton bribery scandal criminal fraudster enter america see criminal face,1
17527,comparatively many christians kill muslims muslim dont truly believe nmillions christians middle east persecuted relocated kidnapped raped killed nand mosque destroyed,1
17528,ipob leader mazi nnamdi kanu analyzing femi adesina interview nigerians purported channels nta presidential live broadcast listen reason court,0
17529,video listen ordered release orji uzo kalu release orji uzo kalu amp olisa metu expose loots world nnigeria must obey biafra naso rock must obey,0
17530,bottom heart president buhari appreciates heavy donors fight covid nigeria begs cash assistance page reducing fake news nigeria,0
17531,bottom heart president buhari appreciates heavy donors fight covid nigeria begs cash assistance page reducing fake news nigeria,0
17532,ipob dismisses peace accord forum says faceless group,0
17533,say republicans want people die nno amp know thousands others nthey respect sanctity life left cheers abortion cheers nwo kill thousands many issues proves w,0
17534,arne shared sister epidemiologist,0
17535,talking immigration almajiri period talking wike hostility applaud,0
17536,somebody tell go seriously knee thank mazi nnamdi kanu ipob saving life becox would died prison,0
17537,writing paper consists writing sentence dance break chair like minutes rinse repeat,0
17538,mr zoo man scottish folks british passport agitating independent homeland scotland brainless zoo mumu nnote roast hell worthless zoo naira nroast hell fi,0
17539,lol abeg loud ooo nbefore fg open almajiri special college dia,0
17540,essential short quinta textured pieces new mix matches sunday pm,0
17541,work ipob freedom fighters keep chukwu okike abiama gard protect ipob iseeeee iseeeee iseeeee,0
17542,omo almajiri sent fron village,0
17543,thanks ipob mazi nnamdi kanu,0
17544,plenty middle eastern countries kill people christians live large city mosque got fucking destroyed army shooting man yes middle eastern spawned lot unjust hate islamic,0
17545,blessed womb give birth messiah lord mazi nnamudi kanu supreme leader ipob family worldwide come light may african continent,0
17546,example cthe elephant make know elephant long trunk short tail curious questioning muslim anyone come attempt,0
17547,soooooo let see understand ton people racist think white people able hunt kill black people nand injustice nomg christians bet,0
17548,prob sendin ppl stuff u,0
